x,y
3346,539
3347,544
3348,548
3349,552
3350,553
3351,553
3352,556
3353,555
3354,557
3355,557
3356,557
3357,557
3358,557
3359,558
3360,558
3361,561
3362,562
3363,562
3364,562
3365,562
3366,562
3367,562
3368,563
3369,564
3370,566
3371,565
3372,565
3373,565
3374,566
3375,566
3376,565
3377,565
3378,565
3379,566
3380,567
3381,567
3382,567
3383,565
3384,563
3385,563
3386,566
3387,565
3388,563
3389,561
3390,561
3391,558
3392,557
3393,557
3394,554
3395,552
3396,549
3397,549
3398,552
3399,552
3400,552
3401,549
3402,549
3403,549
3404,552
3405,552
3406,553
3407,556
3408,555
3409,556
3410,556
3411,553
3412,553
3413,556
3414,556
3415,554
3416,551
3417,552
3418,551
3419,556
3420,556
3421,559
3422,559
3423,559
3424,558
3425,554
3426,552
3427,551
3428,556
3429,556
3430,554
3431,548
3432,547
3433,544
3434,545
3435,545
3436,541
3437,540
3438,537
3439,537
3440,537
3441,537
3442,537
3443,537
3444,537
3445,537
3446,537
3447,537
3448,537
3449,537
3450,537
3451,537
3452,537
3453,537
3454,537
3455,537
3456,535
3457,536
3458,534
3459,536
3460,536
3461,537
3462,537
3463,537
3464,537
3465,538
3466,538
3467,541
3468,541
3469,540
3470,538
3471,537
3472,538
3473,540
3474,540
3475,538
3476,537
3477,537
3478,535
3479,534
3480,533
3481,535
3482,535
3483,535
3484,534
3485,532
3486,532
3487,528
3488,528
3489,523
3490,523
3491,519
3492,518
3493,513
3494,512
3495,509
3496,508
3497,508
3498,509
3499,507
3500,505
3501,505
3502,503
3503,503
3504,504
3505,506
3506,508
3507,508
3508,509
3509,508
3510,510
3511,510
3512,510
3513,508
3514,507
3515,507
3516,508
3517,508
3518,513
3519,513
3520,514
3521,514
3522,514
3523,514
3524,515
3525,515
3526,516
3527,512
3528,510
3529,508
3530,510
3531,512
3532,512
3533,512
3534,511
3535,511
3536,510
3537,510
3538,512
3539,512
3540,511
3541,508
3542,506
3543,504
3544,504
3545,506
3546,507
3547,507
3548,506
3549,503
3550,504
3551,504
3552,506
3553,507
3554,507
3555,507
3556,502
3557,500
3558,494
3559,491
3560,488
3561,488
3562,488
3563,488
3564,487
3565,486
3566,483
3567,483
3568,485
3569,486
3570,486
3571,482
3572,479
3573,475
3574,470
3575,469
3576,468
3577,468
3578,465
3579,462
3580,460
3581,459
3582,459
3583,459
3584,457
3585,453
3586,454
3587,442
3588,440
3589,437
3590,436
3591,433
3592,434
3593,431
3594,428
3595,428
3596,425
3597,426
3598,421
3599,418
3600,415
3601,408
3602,407
3603,401
3604,400
3605,398
3606,397
3607,394
3608,392
3609,389
3610,388
3611,386
3612,380
3613,377
3614,370
3615,365
3616,361
3617,356
3618,352
3619,348
3620,344
3621,341
3622,340
3623,338
3625,338
3626,339
3627,339
3628,343
3629,344
3630,346
3631,345
3632,343
3633,343
3634,338
3635,337
3636,333
3637,332
3638,332
3639,332
3640,331
3641,329
3642,329
3643,327
3644,322
3645,317
3646,312
3647,309
3648,309
3649,312
3650,312
3651,309
3652,309
3653,309
3654,309
3655,310
3656,311
3657,313
3658,311
3659,308
3660,305
3661,303
3662,305
3663,306
3664,308
3665,309
3666,309
3667,312
3668,312
3669,316
3670,316
3671,314
3672,313
3673,314
3674,316
3675,318
3676,321
3677,323
3678,328
3679,328
3680,330
3681,333
3682,334
3683,336
3685,340
3686,342
3687,349
3688,351
3689,355
3690,357
3691,360
3692,367
3693,369
3694,376
3695,376
3696,377
3697,378
3698,379
3699,388
3700,390
3701,399
3702,401
3703,406
3704,409
3705,414
3706,421
3707,421
3708,429
3709,430
3710,432
3711,433
3712,433
3713,438
3714,442
3715,448
3716,452
3717,457
3718,457
3719,463
3720,465
3721,470
3722,474
3723,475
3724,479
3725,484
3726,487
3727,490
3728,493
3729,494
3730,496
3731,499
3732,502
3733,504
3734,508
3735,510
3736,512
3737,512
3738,516
3739,518
3740,520
3741,523
3742,526
3743,530
3744,533
3745,537
3746,541
3747,545
3748,547
3749,552
3750,552
3751,553
3752,553
3753,553
3754,554
3755,556
3756,557
3757,557
3758,557
3759,557
3760,557
3761,559
3762,561
3763,563
3764,566
3765,566
3766,567
3767,567
3768,572
3769,573
3770,577
3771,579
3772,579
3773,582
3774,583
3775,585
3776,586
3777,588
3778,586
3779,586
3780,586
3781,585
3782,586
3783,587
3784,586
3785,584
3786,583
3787,583
3788,587
3789,587
3790,588
3791,588
3792,588
3793,588
3794,588
3795,589
3796,592
3797,594
3798,596
3800,598
3801,595
3802,595
3803,595
3804,597
3805,601
3806,602
3807,602
3808,602
3809,602
3810,602
3811,602
3812,604
3813,604
3814,604
3815,603
3816,603
3817,602
3818,604
3819,607
3820,607
3821,608
3822,608
3823,608
3824,609
3825,611
3826,612
3827,612
3828,612
3829,612
3830,611
3831,611
3832,608
3833,608
3834,609
3835,611
3836,612
3837,612
3838,612
3839,612
3840,613
3841,614
3842,616
3843,614
3844,613
3845,611
3846,610
3847,610
3848,612
3849,612
3850,612
3851,612
3852,612
3853,614
3854,615
3855,617
3856,617
3857,614
3858,614
3859,612
3860,612
3861,612
3862,614
3863,614
3864,617
3865,617
3866,617
3867,617
3868,618
3869,619
3870,621
3871,618
3872,619
3873,614
3874,613
3875,613
3876,617
3877,618
3878,619
3879,617
3880,617
3881,618
3882,620
3883,620
3884,621
3885,619
3886,618
3887,617
3888,617
3889,617
3890,617
3891,618
3892,620
3893,620
3894,621
3895,622
3896,622
3897,624
3898,624
3899,624
3900,623
3901,620
3902,620
3903,620
3904,621
3905,622
3906,622
3907,620
3908,620
3909,623
3910,624
3911,624
3912,627
3913,626
3914,627
3915,627
3916,622
3917,622
3918,620
3919,623
3920,624
3921,624
3922,624
3923,624
3924,624
3925,624
3926,626
3927,626
3928,627
3929,626
3930,625
3931,622
3932,623
3933,623
3934,627
3935,627
3936,627
3937,627
3938,626
3939,628
3940,628
3941,628
3942,628
3943,626
3944,623
3945,622
3946,622
3947,627
3948,626
3949,627
3950,627
3951,626
3952,626
3953,628
3954,628
3955,628
3956,626
3957,627
3958,624
3959,625
3960,626
3961,628
3962,628
3963,628
3964,628
3965,628
3966,628
3967,628
3968,628
3969,627
3970,627
3971,624
3972,624
3973,627
3974,627
3975,628
3976,628
3977,628
3978,628
3979,628
3980,628
3981,628
3982,628
3983,626
3984,625
3985,625
3986,626
3987,628
3988,628
3989,628
3990,628
3991,628
3992,630
3993,630
3994,634
3995,636
3996,634
3997,632
3998,629
3999,629
4000,629
4001,631
4005,633
4006,634
4007,634
4008,637
4009,636
4010,632
4011,631
4012,628
4013,628
4014,630
4015,632
4019,633
4020,632
4021,636
4022,637
4023,637
4024,636
4025,634
4026,633
4028,633
4029,634
4030,636
4031,637
4032,637
4033,637
4034,637
4035,638
4036,638
4037,640
4038,638
4039,636
4040,634
4041,633
4042,635
4043,634
4044,637
4045,637
4046,637
4047,637
4048,637
4049,639
4050,641
4051,638
4052,636
4053,634
4054,633
4055,635
4056,637
4057,639
4058,637
4059,637
4060,637
4061,638
4062,640
4063,640
4064,638
4065,637
4066,637
4067,637
4068,637
4069,638
4070,640
4071,640
4072,640
4073,640
4074,641
4075,641
4076,643
4077,643
4078,643
4079,641
4080,637
4081,636
4082,633
4083,634
4084,635
4085,637
4086,637
4087,637
4088,637
4089,638
4090,640
4091,641
4092,643
4093,643
4094,641
4095,639
4096,638
4097,639
4098,638
4099,641
4100,641
4101,640
4102,640
4103,642
4104,642
4105,643
4106,645
4107,645
4108,647
4109,646
4110,644
4111,643
4112,643
4113,643
4114,643
4115,643
4116,643
4117,643
4118,643
4119,643
4120,644
4121,645
4122,647
4123,642
4124,642
4125,636
4126,636
4127,635
4128,636
4129,639
4130,639
4131,638
4132,637
4133,637
4134,639
4135,641
4136,645
4137,645
4138,647
4139,646
4140,644
4141,643
4142,646
4143,645
4144,647
4145,647
4146,647
4147,647
4148,647
4149,647
4150,647
4151,647
4152,647
4153,645
4154,641
4155,641
4156,643
4157,643
4158,643
4159,643
4160,643
4161,645
4162,645
4163,647
4164,646
4165,646
4166,643
4167,642
4168,642
4169,643
4170,643
4171,643
4172,643
4173,643
4174,641
4175,641
4176,640
4177,640
4178,638
4179,638
4180,640
4181,641
4182,642
4183,643
4184,643
4185,643
4186,643
4187,642
4188,641
4189,640
4190,638
4191,638
4192,640
4193,642
4194,642
4195,642
4196,641
4197,643
4198,643
4199,643
4200,643
4201,643
4202,642
4203,641
4204,641
4205,643
4206,645
4207,646
4208,646
4209,646
4210,648
4211,648
4212,652
4213,654
4214,654
4215,654
4216,652
4217,649
4218,649
4219,647
4220,647
4221,645
4222,646
4223,643
4224,643
4225,643
4226,645
4227,645
4228,645
4229,644
4230,642
4231,638
4232,636
4233,634
4234,634
4235,636
4236,637
4237,637
4238,637
4239,637
4240,637
4241,637
4242,638
4243,638
4244,637
4245,635
4246,632
4247,630
4248,628
4249,628
4250,628
4251,628
4252,626
4253,626
4254,624
4255,624
4256,626
4257,626
4258,626
4259,624
4260,621
4261,617
4262,614
4263,612
4264,612
4265,612
4266,610
4267,611
4268,608
4269,606
4270,605
4271,604
4272,604
4273,601
4274,596
4275,592
4276,587
4277,587
4278,588
4279,586
4280,582
4281,581
4282,577
4283,574
4284,573
4285,568
4286,567
4287,559
4288,557
4289,554
4290,552
4291,547
4292,545
4293,541
4294,538
4295,537
4296,537
4297,533
4298,527
4299,522
4300,516
4301,514
4302,514
4303,512
4304,512
4305,509
4306,506
4307,502
4308,494
4309,491
4310,484
4311,479
4312,475
4313,470
4314,468
4315,463
4316,460
4317,455
4318,452
4319,445
4320,441
4321,432
4322,426
4323,421
4324,419
4325,416
4326,412
4327,408
4328,405
4329,399
4330,393
4331,388
4332,382
4333,375
4334,374
4335,367
4336,365
4337,362
4338,358
4339,355
4340,350
4341,345
4342,343
4343,335
4344,332
4345,325
4346,320
4347,314
4348,309
4349,304
4350,296
4351,292
4352,285
4353,282
4354,270
4355,255
4356,251
4357,227
4358,230
4359,229
4360,233
4361,233
4362,222
4363,216
4364,212
4365,212
4366,213
4367,213
4368,207
4369,198
4370,179
4371,169
4372,154
4373,143
4374,140
4375,135
4376,129
4377,127
4378,128
4379,133
4380,136
4381,137
4382,137
4383,137
4384,139
4385,144
4386,145
4387,146
4388,142
4389,133
4390,132
4391,123
4392,118
4393,114
4394,98
4395,102
4396,81
4417,80
4418,81
4419,81
4423,81
4424,82
4425,86
4426,87
4427,91
4428,91
4429,92
4430,91
4431,91
4432,89
4433,92
4434,95
4435,100
4436,102
4437,106
4438,106
4439,105
4440,104
4441,102
4442,99
4443,95
4444,91
4445,90
4446,96
4447,105
4448,111
4449,120
4450,123
4451,131
4452,137
4453,145
4454,155
4455,158
4456,164
4457,165
4458,166
4459,166
4460,168
4461,171
4462,173
4463,178
4464,179
4465,182
4466,186
4467,193
4468,193
4469,195
4470,193
4471,192
4472,194
4473,196
4474,201
4475,205
4476,209
4477,211
4478,215
4479,222
4480,224
4481,233
4482,234
4483,238
4484,239
4485,241
4486,244
4487,246
4488,251
4489,255
4490,258
4491,262
4492,269
4493,273
4494,280
4495,285
4496,287
4497,291
4498,291
4499,296
4500,296
4501,299
4502,302
4503,306
4504,309
4505,312
4506,319
4507,323
4508,329
4509,332
4510,336
4511,338
4512,344
4513,343
4514,346
4515,346
4516,348
4517,353
4518,355
4519,360
4520,363
4521,368
4522,370
4523,375
4524,377
4525,380
4526,380
4527,382
4528,386
4529,392
4530,396
4531,401
4532,403
4533,406
4534,407
4535,411
4536,413
4537,416
4538,414
4539,413
4540,413
4541,414
4542,414
4543,418
4544,419
4545,421
4546,423
4547,426
4548,427
4549,433
4550,436
4551,441
4552,443
4553,445
4554,448
4555,448
4556,449
4557,451
4558,453
4559,458
4560,459
4561,459
4562,461
4563,463
4564,466
4565,469
4566,469
4567,471
4568,472
4569,472
4570,474
4571,475
4572,481
4573,480
4574,482
4575,483
4576,483
4577,488
4578,489
4579,491
4580,493
4581,496
4582,498
4583,498
4584,498
4585,499
4586,499
4587,502
4588,504
4589,505
4590,507
4591,508
4592,508
4593,510
4594,513
4595,514
4596,516
4597,517
4598,517
4599,515
4600,515
4601,516
4602,518
4603,520
4604,520
4605,523
4606,523
4607,525
4608,524
4609,528
4610,530
4611,531
4612,531
4613,531
4614,528
4615,527
4616,528
4617,529
4618,532
4619,533
4620,533
4621,533
4622,533
4623,535
4624,538
4625,540
4626,540
4627,535
4628,535
4629,534
4630,537
4631,538
4632,539
4633,539
4634,537
4635,538
4636,538
4637,543
4638,544
4639,546
4640,548
4641,550
4642,553
4643,553
4644,551
4645,550
4646,551
4647,553
4648,556
4649,556
4650,556
4651,556
4652,555
4653,557
4654,556
4655,556
4656,551
4657,551
4658,549
4659,552
4660,552
4661,553
4662,553
4663,553
4664,553
4665,554
4666,555
4667,557
4668,555
4669,552
4670,550
4671,549
4672,551
4673,551
4674,551
4675,550
4676,549
4677,551
4678,551
4679,556
4680,556
4681,557
4682,557
4683,557
4684,556
4685,556
4686,555
4687,557
4688,559
4689,562
4690,562
4691,562
4692,563
4693,563
4694,566
4695,566
4696,563
4697,564
4698,562
4699,562
4700,562
4701,563
4702,565
4703,565
4704,566
4705,566
4706,567
4707,567
4708,569
4709,570
4710,570
4711,569
4712,567
4713,565
4714,566
4715,567
4716,569
4717,569
4718,569
4719,569
4720,569
4721,570
4722,570
4723,572
4724,572
4725,572
4726,572
4727,570
4728,571
4729,572
4730,575
4731,575
4732,575
4733,572
4734,572
4735,572
4736,574
4737,574
4738,577
4739,579
4740,579
4741,580
4742,575
4743,576
4744,576
4745,578
4746,578
4747,578
4748,578
4749,578
4750,578
4751,578
4752,578
4753,578
4754,578
4755,578
4756,579
4757,579
4758,582
4759,582
4760,582
4761,582
4762,582
4763,582
4764,582
4765,582
4766,582
4767,582
4768,582
4769,582
4770,582
4771,582
4772,582
4773,582
4774,581
4775,579
4776,579
4777,579
4778,582
4779,582
4780,582
4781,582
4782,582
4783,582
4784,582
4785,583
4786,583
4787,579
4788,576
4789,573
4790,572
4791,572
4792,572
4793,571
4794,570
4795,570
4796,571
4797,571
4798,567
4799,564
4800,563
4801,566
4802,567
4803,567
4804,569
4805,569
4806,569
4807,569
4808,569
4809,567
4810,566
4811,567
4812,569
4813,571
4814,572
4815,572
4816,572
4817,572
4818,571
4819,570
4820,569
4821,569
4822,571
4823,571
4824,572
4825,572
4826,572
4827,570
4828,570
4829,569
4830,568
4831,568
4832,570
4833,572
4834,572
4835,573
4836,573
4837,577
4838,577
4839,575
4840,573
4841,572
4842,573
4843,575
4844,576
4845,578
4846,578
4847,578
4848,578
4849,578
4850,577
4851,581
4852,582
4853,582
4854,581
4855,579
4856,575
4857,575
4858,573
4859,575
4860,577
4861,577
4862,574
4863,574
4864,573
4865,575
4866,577
4867,577
4868,574
4869,573
4870,572
4871,572
4872,572
4873,572
4874,572
4875,572
4876,572
4877,575
4878,575
4879,578
4880,578
4881,575
4882,575
4883,571
4884,570
4885,570
4886,572
4887,572
4888,572
4889,572
4890,572
4891,572
4892,570
4893,570
4894,569
4895,568
4896,565
4897,565
4898,568
4899,568
4900,568
4901,567
4902,565
4903,568
4904,568
4905,570
4906,571
4907,572
4908,572
4909,570
4910,568
4911,565
4912,565
4913,568
4914,568
4915,569
4916,569
4917,569
4918,569
4919,571
4920,571
4921,572
4922,572
4923,571
4924,570
4925,569
4926,569
4927,571
4928,571
4929,572
4930,572
4931,571
4932,571
4933,571
4934,572
4935,572
4936,571
4937,569
4938,569
4939,569
4940,570
4941,571
4942,572
4943,572
4944,572
4945,572
4946,572
4947,575
4948,575
4949,577
4950,573
4951,572
4952,571
4953,571
4954,572
4955,572
4956,574
4957,574
4958,577
4959,578
4960,577
4961,582
4962,583
4963,585
4964,587
4965,585
4966,584
4967,582
4968,582
4969,582
4970,582
4971,582
4972,582
4973,582
4974,582
4975,582
4976,582
4977,583
4978,583
4979,585
4980,583
4981,582
4982,581
4983,579
4984,578
4985,578
4986,578
4987,578
4988,578
4989,578
4990,578
4991,578
4992,578
4993,578
4994,578
4995,576
4996,573
4997,571
4998,571
4999,571
5000,572
5001,572
5002,573
5003,575
5004,576
5005,578
5006,579
5007,579
5008,582
5009,582
5010,582
5011,579
5012,580
5013,578
5014,578
5015,577
5016,581
5017,582
5018,582
5019,582
5020,582
5021,583
5022,583
5023,585
5024,586
5025,586
5026,583
5027,584
5028,578
5029,576
5030,574
5031,573
5032,577
5033,578
5034,578
5035,578
5036,579
5037,581
5038,582
5039,582
5040,579
5041,578
5042,578
5043,579
5044,580
5045,582
5046,579
5047,577
5048,573
5049,569
5050,568
5051,565
5052,563
5053,561
5054,558
5055,558
5056,561
5057,565
5058,567
5059,569
5060,570
5061,573
5062,577
5063,579
5064,582
5065,582
5066,579
5067,580
5068,578
5069,578
5070,577
5071,580
5072,575
5073,574
5074,573
5075,576
5076,578
5077,581
5078,582
5079,583
5080,585
5081,585
5082,583
5083,584
5084,582
5085,583
5086,586
5087,587
5088,588
5089,588
5090,588
5091,590
5092,590
5093,592
5094,591
5095,589
5096,588
5097,588
5098,591
5099,591
5100,592
5101,592
5102,592
5103,593
5104,595
5105,597
5106,596
5107,594
5108,594
5109,591
5110,589
5111,588
5112,588
5113,588
5114,586
5115,586
5116,583
5117,583
5118,579
5119,578
5120,578
5121,579
5122,579
5123,582
5124,582
5125,582
5126,582
5127,582
5128,582
5129,583
5130,585
5131,586
5132,584
5133,584
5134,582
5135,582
5136,583
5137,585
5138,585
5139,586
5140,586
5141,585
5142,587
5143,589
5144,591
5145,587
5146,584
5147,582
5148,582
5149,581
5150,577
5151,575
5152,573
5153,575
5154,574
5155,568
5156,566
5157,558
5158,560
5159,561
5160,563
5161,562
5162,558
5163,563
5164,568
5165,573
5166,580
5167,583
5168,585
5169,590
5170,591
5171,594
5172,597
5173,599
5174,601
5175,599
5176,597
5177,591
5178,592
5179,588
5180,588
5181,588
5182,588
5183,586
5184,586
5185,586
5186,585
5187,585
5188,585
5189,583
5190,581
5191,577
5192,575
5193,575
5194,576
5195,578
5196,575
5197,575
5198,572
5199,573
5200,575
5201,577
5202,574
5203,573
5204,568
5205,565
5206,563
5207,563
5208,565
5209,563
5210,561
5211,559
5212,557
5213,557
5214,557
5215,554
5216,549
5217,546
5218,529
5219,528
5220,518
5221,517
5222,517
5223,521
5224,519
5225,515
5226,513
5227,512
5228,512
5229,516
5230,516
5231,516
5232,512
5233,510
5234,506
5235,504
5236,502
5237,499
5238,499
5239,495
5240,493
5241,490
5242,490
5243,490
5244,486
5245,484
5246,477
5247,474
5248,470
5249,467
5250,462
5251,459
5252,455
5253,451
5254,447
5255,445
5256,441
5257,441
5258,439
5259,439
5260,434
5261,427
5262,422
5263,417
5264,413
5265,411
5266,406
5267,402
5268,397
5269,390
5270,387
5271,379
5272,377
5273,372
5274,369
5275,364
5276,356
5277,353
5278,343
5279,340
5280,334
5281,328
5282,326
5283,316
5284,312
5285,305
5286,297
5287,294
5288,289
5289,288
5290,283
5291,283
5292,276
5293,272
5294,267
5295,262
5296,258
5297,256
5298,254
5299,247
5300,242
5301,237
5302,232
5303,225
5304,224
5305,216
5306,211
5307,205
5308,199
5309,194
5310,191
5311,187
5312,183
5313,179
5314,177
5315,174
5316,171
5317,165
5318,159
5319,154
5320,148
5321,145
5322,142
5323,138
5324,136
5325,133
5326,131
5327,128
5328,128
5329,127
5330,127
5331,121
5332,119
5333,114
5334,113
5335,115
5336,115
5337,115
5338,112
5339,112
5340,113
5341,113
5342,116
5343,114
5344,113
5345,109
5346,107
5347,104
5348,104
5349,107
5350,107
5351,108
5352,108
5353,108
5354,110
5355,111
5356,108
5357,106
5358,107
5359,110
5360,113
5361,117
5362,120
5363,121
5364,126
5365,129
5366,132
5367,134
5368,134
5369,137
5370,137
5371,141
5372,145
5373,152
5374,156
5375,160
5376,163
5377,168
5378,171
5379,177
5380,180
5381,181
5382,183
5383,186
5384,188
5385,193
5386,198
5387,202
5388,207
5389,210
5390,214
5391,216
5392,224
5393,227
5394,234
5395,237
5396,240
5397,242
5398,243
5399,249
5400,253
5401,260
5402,266
5403,268
5404,273
5405,278
5406,282
5407,298
5408,303
5409,311
5410,316
5411,321
5412,324
5413,328
5414,335
5415,342
5416,348
5417,355
5418,357
5419,362
5420,365
5421,370
5422,375
5423,380
5424,389
5425,394
5426,400
5427,402
5428,405
5429,409
5430,412
5431,417
5432,420
5433,423
5434,426
5435,428
5436,431
5437,433
5438,438
5439,440
5440,443
5441,449
5442,452
5443,457
5444,461
5445,462
5446,464
5447,467
5448,471
5449,473
5450,474
5451,476
5452,476
5453,478
5454,479
5455,482
5456,486
5457,490
5458,492
5459,494
5460,495
5461,498
5462,499
5463,502
5464,504
5465,506
5466,508
5467,510
5468,510
5469,511
5470,509
5471,508
5472,507
5473,507
5474,507
5475,508
5476,510
5477,508
5478,506
5479,503
5480,503
5481,501
5482,493
5483,492
5484,484
5485,482
5486,491
5487,493
5488,500
5489,499
5490,497
5491,496
5492,498
5493,506
5494,511
5495,517
5496,523
5497,526
5498,530
5499,532
5500,534
5501,535
5502,537
5503,537
5504,537
5505,537
5506,537
5507,537
5508,535
5509,534
5510,533
